bill_id,session,name,organization,designated_env_impact,state_x,chamber_x,title,created_at,updated_at,type_x,subjects,state_y,chamber_y,date,action,actor,type_y
SB 265,2018,Special Assistant to the governor on Coastal Adaptation and Protection,Sierra Club,positive,va,upper,"Coastal Adaptation and Protection, Special Assistant to the Governor; position created.",2018-01-11 06:54:02.363000,2018-03-09 09:07:06.698000,bill,,va,upper,2018-03-08 00:00:00,Conference report agreed to by House (92-Y 0-N),lower,other
SB 21,2016,Obstructing the Clean Power Plan,Sierra Club,negative,va,upper,Clean Power Plan; state implementation plan; General Assembly approval.,2016-01-05 21:10:56.418000,2016-06-18 00:26:29.674000,bill,Environmental|Other|Legislative Affairs,va,upper,2016-03-03 00:00:00,Requires 27 affirmative votes to override veto,upper,other
SB 365,2016,Exempting Coalfields Expressway,Sierra Club,negative,va,upper,Prioritization of statewide transportation projects; exceptions.,2016-01-13 06:39:38.569000,2016-06-18 00:23:41.884000,bill,Transportation,va,upper,2016-02-03 00:00:00,Rereferred to Finance,upper,committee:referred
SB 395,2016,Advancing Energy Efficiency Measures,Sierra Club,positive,va,upper,Investor-owned electric utilities; establishment of protocols for energy efficiency programs.,2016-01-13 06:40:01.383000,2016-06-18 00:24:44.880000,bill,Other|Business and Consumers,va,upper,2016-03-07 00:00:00,Approved by Governor-Chapter 255 (effective 7/1/16),governor,governor:signed
SB 537,2016,Safe Coal Ash Pond Closure,Sierra Club,positive,va,upper,Coal combustion by-product impoundments; closure requirements.,2016-01-15 07:04:34.973000,2016-06-18 00:26:03.266000,bill,Environmental|Energy,va,upper,2016-02-04 00:00:00,Committee amendment,upper,other
SB 571,2016,Virginia Coastal Protection Act,Sierra Club,positive,va,upper,Commonwealth Resilience Fund; established.,2016-01-15 07:03:15.702000,2016-06-18 00:21:35.962000,bill,Environmental|Energy|Executive Branch,va,upper,2016-01-13 00:00:00,"Referred to Committee on Agriculture, Conservation and Natural Resources",upper,committee:referred
SB 614,2016,Repealing Gas Companies' Right to Trespass,Sierra Club,positive,va,upper,Natural gas companies; right of entry upon property.,2016-01-15 07:04:15.644000,2016-06-18 00:25:12.926000,bill,Energy|Transportation|Public Services,va,upper,2016-01-13 00:00:00,Referred to Committee on Commerce and Labor,upper,committee:referred
SB 700,2016,Effect of Sea-Level Rise on Infrastructure,Sierra Club,positive,va,upper,Highway construction; effect of sea-level rise on projects.,2016-01-22 07:36:26.741000,2016-06-18 00:23:40.811000,bill,Other|Transportation,va,upper,2016-01-21 00:00:00,Referred to Committee on Transportation,upper,committee:referred
SB 726,2016,Erosion and Sediment Control Plans,Sierra Club,positive,va,upper,Erosion and sediment control plans; utility company projects.,2016-01-26 07:44:25.108000,2016-06-18 00:27:05.748000,bill,Environmental|Public Services|Commerce,va,upper,2016-01-22 00:00:00,"Referred to Committee on Agriculture, Conservation and Natural Resources",upper,committee:referred
SB 740,2015,Legislative Veto of Clean Power Plan,Sierra Club,negative,va,upper,"Carbon dioxide emissions; regulation, General Assembly approval of state plan.",2015-01-08 20:19:27.970000,2015-02-06 03:50:42.567000,bill,Environmental|Legislative Affairs,va,upper,2015-02-05 00:00:00,"Passed by indefinitely in Agriculture, Conservation and Natural Resources",upper,other
SB 869,2015,Carbon Monoxide Emissions,Sierra Club,negative,va,upper,Carbon monoxide emissions; certain diesel-powered incinerators exempted from certain regulations.,2015-01-08 20:20:47.825000,2015-03-13 04:48:55.890000,bill,Environmental|State Agencies|Municipal and County Issues,va,upper,2015-03-10 00:00:00,Approved by Governor-Chapter 80 (effective 7/1/15),governor,governor:signed
SB 1365,2015,Amendment to Legislative Veto of Clean Power Plan,Sierra Club,negative,va,upper,Carbon dioxide emissions; DEQ to develop state plan to regulate emissions.,2015-01-21 02:15:42.121000,2015-03-13 04:47:46.315000,bill,Other,va,upper,2015-02-27 00:00:00,Stricken from Senate calendar,upper,other
SB 1099,2015,Virginia Solar Development Authority,Sierra Club,positive,va,upper,"Virginia Solar Energy Development Authority; created, report.",2015-01-14 01:33:56.491000,2015-03-13 04:48:08.362000,bill,,va,upper,2015-03-10 00:00:00,Approved by Governor-Chapter 90 (effective 7/1/15),governor,governor:signed
HJ 608,2015,Opposition to Clean Power Plan,Sierra Club,negative,va,lower,Environmental Protection Agency emissions guidelines; opposition.,2015-01-14 01:34:52.704000,2015-02-25 05:35:39.019000,joint resolution,Environmental|Legislative Affairs,va,lower,2015-02-24 00:00:00,Left in Rules,upper,other
SJ 273,2015,EP Double Counting of Health Benefits,Sierra Club,negative,va,upper,Clean Power Plan; DEQ to compare projected health benefits with those of existing regulations.,2015-01-15 02:01:36.256000,2015-03-25 04:46:12.523000,joint resolution,Environmental|Other|Health,va,upper,2015-02-25 00:00:00,House amendment agreed to by Senate,upper,other
SB 1428,2015,Virginia Coastal Protection Act,Sierra Club,positive,va,upper,Regional Greenhouse Gas Initiative; Commonwealth Resilience Fund established.,2015-01-24 02:37:25.973000,2015-01-30 03:10:56.032000,bill,,va,upper,2015-01-29 00:00:00,"Passed by indefinitely in Agriculture, Conservation and Natural Resources",upper,other
SB 1166,2015,Access to Gas Companies' Public Records,Sierra Club,positive,va,upper,Public service corporations; access to public records.,2015-01-15 02:00:36.426000,2015-02-10 04:03:24.914000,bill,,va,upper,2015-02-09 00:00:00,Passed by indefinitely in Commerce and Labor with letter (8-Y 3-N 3-A),upper,other
SB 1395,2015,Raising the Cap on Commercial Net Metering,Sierra Club,positive,va,upper,Electric utilities; net energy metering programs.,2015-01-23 02:28:42.808000,2015-05-20 04:55:10.089000,bill,,va,upper,2015-03-23 00:00:00,Approved by Governor-Chapter 431 (effective 7/1/15),governor,governor:signed
SB 25,2014,Offshore Drilling Royalties,Sierra Club,negative,va,upper,"Offshore natural gas & oil resources; Va. Offshore Energy Emergency Response Fund, established.",2013-12-16 21:35:36.745000,2014-09-02 05:17:57.193000,bill,Environmental|Energy|Transportation,va,upper,2014-03-24 00:00:00,Approved by Governor-Chapter 293 (effective 7/1/14),governor,governor:signed
SB 48,2014,Hydraulic Fracking Regulations,Sierra Club,positive,va,upper,Eastern Virginia Groundwater Management Area; prohibition on oil and gas drilling.,2013-12-18 00:29:57.052000,2014-09-02 05:15:31.048000,bill,Environmental|Energy|Commerce,va,upper,2014-02-27 00:00:00,Tabled in Commerce and Labor by voice vote,lower,other
SB 222,2014,Lifting Home and Community Association Bans on Solar Panels,Sierra Club,positive,va,upper,Solar panels; community association's authority to prohibit.,2014-01-07 01:17:30.923000,2014-09-02 05:26:16.073000,bill,Environmental|Energy,va,upper,2014-04-03 00:00:00,Approved by Governor-Chapter 525 (effective 7/1/14),governor,governor:signed
SB 350,2014,Expanding Net Energy Metering,Sierra Club,positive,va,upper,Net energy metering by municipalities & multifamily customer-generators; projects authorized.,2014-01-08 01:35:47.724000,2014-09-02 05:19:08.192000,bill,Public Services,va,upper,2014-02-03 00:00:00,Continued to 2015 in Commerce and Labor,upper,other
SB 418,2014,Redefining Solar Panels as Pollution Control Equipment,Sierra Club,positive,va,upper,"Real and personal property taxes; exemption for solar energy equipment, facilities, or devices.",2014-01-10 02:05:42.883000,2014-09-02 05:15:14.348000,bill,"Environmental|Energy|Budget, Spending, and Taxes",va,upper,2014-03-17 00:00:00,Approved by Governor-Chapter 259 (effective 1/1/15),governor,governor:signed
SB 459,2014,Dominion's Accounting Sleight of Hand,Sierra Club,negative,va,upper,"Electric utility regulation; recovery of nuclear costs, rate adjustment clauses.",2014-01-10 02:10:55.245000,2014-09-02 05:29:15.630000,bill,Public Services,va,upper,2014-04-03 00:00:00,Approved by Governor-Chapter 541 (effective 7/1/14),governor,governor:signed
SB 498,2014,Renewable Portfolio Standard Reform,Sierra Club,positive,va,upper,Electric utility regulation; renewable energy portfolio standard program.,2014-01-10 02:11:49.240000,2014-09-02 05:31:23.944000,bill,Public Services,va,upper,2014-03-31 00:00:00,Approved by Governor-Chapter 465 (effective 7/1/14),governor,governor:signed
SB 505,2014,Incentivizing Conversion to Natural Gas,Sierra Club,negative,va,upper,"Natural gas; incentives for expanded use as transportation fuel, report.",2014-01-10 02:08:51.897000,2014-09-02 05:23:45.539000,bill,Other|Energy|Government Reform|Transportation,va,upper,2014-02-04 00:00:00,Continued to 2015 in Finance,upper,other
SB 653,2014,Renewable Energy Grant Program,Sierra Club,positive,va,upper,"Renewable energy property; grants for placing into service, Renewable Energy Property Grant Fund.",2014-01-18 02:43:34.047000,2014-09-02 05:25:25.463000,bill,Environmental|Energy|Legislative Affairs,va,upper,2014-04-06 00:00:00,Approved by Governor-Chapter 725 (effective - see bill),governor,governor:signed
HB 207,2014,Teach the Controversy,Sierra Club,negative,va,lower,"Science; Board of Education, et.al.,to encourage students to explore scientific questions.",2013-12-28 00:41:33.603000,2014-09-02 05:29:13.707000,bill,State Agencies|Education,va,lower,2014-02-12 00:00:00,Left in Education,lower,other
SJ 3,2014,Establishing a Recurrent Flooding Planning Committee,Sierra Club,positive,va,upper,Recurrent flooding; joint subcommittee established to formulate recommendations to address.,2013-12-16 21:36:27.923000,2014-09-02 05:30:46.258000,joint resolution,Environmental|Other|Legislative Affairs,va,upper,2014-03-08 00:00:00,Conference report agreed to by Senate,upper,other
